0,073721
0,959492
0,078822
0,052137
0,052564
0,052497
0,052185
0,954710
0,949989
0,064960
0,862166
0,085295
0,819965
0,774171
0,271748
0,818781
0,376245
0,763983
0,309962
0,309186
0,721403
0,343776
0,505738
0,543960
0,616678
0,773921
0,274192
0,264999
0,770355
0,755031
0,170890
0,822268
0,248338
0,261179
0,755668
0,464230
0,274199
0,768480
0,280191
0,406839
0,324321
0,171886
0,203232
0,123021
0,110848
0,907732
0,893619
0,147001
0,159292
0,845291
0,669942
0,698758
0,459318
0,632620
0,420086
0,262359
0,755520
0,738299
0,249856
0,201846
0,661104
0,244752
0,768755
0,428548
0,391018
0,584212
0,341697
0,259522
0,225942
0,195140
0,170786
0,152400
0,719768
0,863262
0,807085
0,695448
0,245598
0,866602
0,271299
0,477089
0,683522
0,353870
0,615053
0,475048
0,311566
0,214294
0,164167
0,136133
0,735196
0,898811
0,191715
0,202104
0,195918
0,870714
0,217123
0,841609
0,792549
0,385031
0,678534
0,543972
0,270565
0,035779
1,206975
0,673788
0,331617
0,180592
0,124010
0,099574
0,800773
0,106275
0,112115
0,924386
0,127969
0,128165
0,131774
0,123363
0,122776
0,748109
0,143979
0,149432
0,149076
0,681018
0,179562
0,190372
0,195688
0,878248
0,566617
0,796990
0,407419
0,401593
0,749509
0,385254
0,347150
0,316676
0,220720
0,568218
0,842842
0,279258
0,287527
0,418504
0,301336
0,285817
0,384285
0,786082
0,695069
0,678941
0,563732
0,740884
0,363652
0,754835
0,409887
0,714969
0,459168
0,280973
0,457218
0,367832
0,407876
0,303020
0,283399
0,242106
0,855802
0,445582
0,321187
0,161134
0,500403
0,679736
0,588233
0,176219
0,784946
0,602812
0,291248
0,251159
0,389843
0,312002
0,295104
0,333323
0,821698
0,142040
0,748781
0,529202
0,456219
0,326974
0,251829
0,846904
0,276587
0,271920
0,189820
0,824852
0,041443
0,727244
0,157646
0,546086
0,286644
0,791454
0,025834
0,420571
0,261299
0,363137
0,244236
0,193195
0,213175
0,882954
0,180125
0,215386
0,365250
0,851134
0,797376
0,430995
0,031282
0,385038
0,103328
0,307350
0,300249
0,249751
0,183170
0,180924
0,899174
0,361799
0,219709
0,229470
0,859744
0,153730
0,067951
0,000631
0,332199
0,293986
0,071340
0,264919
0,235334
0,875463
0,857633
0,259930
0,266630
0,817974
0,772079
0,414278
0,434856
0,741042
0,003733
0,423199
0,354475
0,776729
0,121730
0,058378
0,659999
0,132980
0,435414
0,828288
0,564997
0,334894
0,826039
0,201459
0,210189
0,849206
0,817345
0,301038
0,723791
0,409202
0,622221
0,477633
0,194476
1,015060
0,320611
0,350441
0,197364
0,907567
0,069944
0,480459
0,366376
0,713894
0,319993
0,703626
0,464084
0,714181
0,692406
0,342333
0,544404
0,452504
0,316654
0,438012
0,375165
0,329001
0,699241
0,352375
0,409904
0,185021
0,683489
0,042871
0,473278
0,636756
0,601253
0,615989
0,575638
0,548223
0,078038
0,435786
0,586237
0,116175
0,390039
0,656511
0,323979
0,032000
0,210714
0,638212
0,040700
0,389445
0,676068
0,322549
0,312145
